period,report_period,ticker,CURRENT ASSETS,Cash and cash equivalents,Cash,Cash equivalents,Short-term investments,_Short-term investments,__Short-term investments,___Short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Construction contract in progress receivables,Other receivables,"Inventories, Net",Inventories,Other current assets,_Other current assets,Short-term prepayments,VAT to be claimed,Other taxes receivable,__Other current assets,___Other current assets,LONG-TERM ASSETS,Long-term trade receivables,Long-term trade receivables from customers,Long-term intercompany receivables,Other long-term receivables,Fixed assets,Tangible fixed assets,Cost,_Cost,__Cost,___Cost,Accumulated depreciation,_Accumulated depreciation,__Accumulated depreciation,___Accumulated depreciation,Finance lease assets,____Cost,_____Cost,______Cost,_______Cost,____Accumulated depreciation,_____Accumulated depreciation,______Accumulated depreciation,_______Accumulated depreciation,Intangible fixed assets,________Cost,_________Cost,__________Cost,___________Cost,________Accumulated depreciation,_________Accumulated depreciation,__________Accumulated depreciation,___________Accumulated depreciation,Construction in progress (before 2015),Investment properties,____________Cost,_____________Cost,______________Cost,_______________Cost,____________Accumulated depreciation,_____________Accumulated depreciation,______________Accumulated depreciation,_______________Accumulated depreciation,Long-term investments,Investments in associates,Other long-term investments,Goodwill (before 2015),Other long-term assets,_Other long-term assets,Long-term prepayments,Deferred income tax assets,__Other long-term assets,___Other long-term assets,Total Assets,Liabilities,Current liabilities,Short-term borrowings,Trade accounts payable,Advances from customers,Taxes and other payable to State Budget,Payable to employees,Accrued expenses,Intercompany payables,Construction contract in progress payables,Other payables,Bonus and welfare funds,Long-term liabilities,Long-term trade payables,Long-term intercompany payables,Other long-term payables,Long-term borrowings,Deferred income tax liabilities,Deferred revenue,Technology-science development fund,Owner's Equity,Capital and reserves,Paid-in capital,Share premium,Owner's other capital,Treasury shares,Differences upon asset revaluation,Foreign exchange differences,Investment and development funds,Financial reserve funds,Other funds,Undistributed earnings,Enterprise arrangement fund,Budget sources and other funds,_Budget sources and other funds,Bonus and welfare funds (Before 2010),__Budget sources and other funds,___Budget sources and other funds,Minority interests (Before 2015),Total resource,Preferred shares,_Preferred shares,Held-to-maturity investment,_Held-to-maturity investment,Shortage of current assets waiting for solution,Short-term loans receivables,Government bonds purchased for resale,_Government bonds purchased for resale,Long-term prepayments to suppliers,Long-term loans receivables,Long-term incomplete assets,Long-term cost of work in progress,__Held-to-maturity investment,___Held-to-maturity investment,"Long-term equipment, material and spare parts",Short-term unrealized revenue,Price stabilization fund,__Government bonds purchased for resale,___Government bonds purchased for resale,Long-term advances from customers,Long-term accrued expenses,Intra-company payables for operating capital received,Convertible bonds,__Preferred shares,___Preferred shares,Common shares,Conversion options on convertible bonds,Beginning accumulated undistributed earnings,Current period undistributed earnings,Construction in progress,Goodwill,Minority interests
2022-Q2,quarter,PNJ,9707246758752.0,1308721905645.0,758721905645.0,550000000000.0,200000000000.0,0.0,200000000000.0,0.0,171293270697.0,51419722650.0,62698734000.0,0.0,0.0,28581291679.0,7959338719249.0,7959338719249.0,67892863161.0,0.0,60740505900.0,7114919053.0,37438208.0,67892863161.0,0.0,1312179959503.0,87676280011.0,0.0,0.0,87676280011.0,889464140789.0,240895451400.0,644967646945.0,0.0,704383207599.0,0.0,-404072195545.0,0.0,-55814518210.0,0.0,0.0,644967646945.0,0.0,704383207599.0,0.0,-404072195545.0,0.0,-55814518210.0,0.0,648568689389.0,644967646945.0,0.0,704383207599.0,0.0,-404072195545.0,0.0,-55814518210.0,0.0,0.0,0.0,644967646945.0,0.0,704383207599.0,0.0,-404072195545.0,0.0,-55814518210.0,0.0,0.0,0.0,395271613400.0,0.0,305517702539.0,0.0,204561322248.0,100956380291.0,305517702539.0,0.0,11019426718255.0,2989799059705.0,2980737875705.0,877359587501.0,588574815954.0,163273954464.0,286760140692.0,450623447135.0,175063064926.0,0.0,0.0,238262134535.0,163729965370.0,9061184000.0,0.0,0.0,218668000.0,0.0,0.0,0.0,0.0,8029627658550.0,8029627658550.0,2426123620000.0,2252208432458.0,0.0,-4908890000.0,0.0,0.0,1212120556918.0,0.0,0.0,2144083939174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11019426718255.0,,0.0,200000000000.0,0.0,598320445.0,30000000000.0,0.0,0.0,0.0,0.0,29521836164.0,0.0,200000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2426123620000.0,0.0,1055976997477.0,1088106941697.0,29521836164.0,0.0,0.0
2022-Q3,quarter,PNJ,11157831550618.0,1175216404790.0,1075216404790.0,100000000000.0,400000000000.0,0.0,400000000000.0,0.0,220264984992.0,57117771307.0,68164967296.0,0.0,0.0,16986272451.0,9286907120718.0,9288603138318.0,75443040118.0,0.0,69737535610.0,5617761422.0,87743086.0,75443040118.0,0.0,1305377323166.0,89897250337.0,0.0,0.0,89897250337.0,883551694600.0,236522310970.0,655069383171.0,0.0,707010800099.0,0.0,-418547072201.0,0.0,-59981416469.0,0.0,0.0,655069383171.0,0.0,707010800099.0,0.0,-418547072201.0,0.0,-59981416469.0,0.0,647029383630.0,655069383171.0,0.0,707010800099.0,0.0,-418547072201.0,0.0,-59981416469.0,0.0,0.0,0.0,655069383171.0,0.0,707010800099.0,0.0,-418547072201.0,0.0,-59981416469.0,0.0,0.0,0.0,395271613400.0,0.0,302687704292.0,0.0,201393054845.0,101294649447.0,302687704292.0,0.0,12463208873784.0,4144990823455.0,4135929639455.0,1745693867417.0,822666830057.0,184948192360.0,282037213874.0,650045991865.0,162006098161.0,0.0,0.0,96176464383.0,162225674850.0,9061184000.0,0.0,0.0,218668000.0,0.0,0.0,0.0,0.0,8318218050329.0,8318218050329.0,2462478600000.0,2252173432458.0,0.0,-4908890000.0,0.0,0.0,1212120556918.0,0.0,0.0,2396354350953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12463208873784.0,,0.0,400000000000.0,0.0,3056964015.0,77000000000.0,0.0,0.0,0.0,0.0,29240673937.0,0.0,400000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2462478600000.0,0.0,1055976997477.0,1340377353476.0,29240673937.0,0.0,0.0
2022-Q4,quarter,PNJ,11957919037553.0,879548130711.0,879548130711.0,0.0,200000000000.0,0.0,200000000000.0,0.0,292693996754.0,55927624932.0,61321514449.0,0.0,0.0,37641170145.0,10505985403103.0,10507995497735.0,79691506985.0,0.0,73755037532.0,5866940272.0,69529181.0,79691506985.0,0.0,1363185641918.0,93956493011.0,0.0,0.0,93956493011.0,882432821075.0,239734551747.0,672781337441.0,0.0,705939742348.0,0.0,-433046785694.0,0.0,-63241473020.0,0.0,0.0,672781337441.0,0.0,705939742348.0,0.0,-433046785694.0,0.0,-63241473020.0,0.0,642698269328.0,672781337441.0,0.0,705939742348.0,0.0,-433046785694.0,0.0,-63241473020.0,0.0,0.0,0.0,672781337441.0,0.0,705939742348.0,0.0,-433046785694.0,0.0,-63241473020.0,0.0,0.0,0.0,395271613400.0,0.0,357769168471.0,0.0,243656590750.0,114112577721.0,357769168471.0,0.0,13321104679471.0,4733304359351.0,4723338786351.0,2683045875772.0,267688089317.0,216009853540.0,290207125514.0,890487209178.0,98530177216.0,0.0,0.0,85123474476.0,162117674850.0,9965573000.0,0.0,0.0,218668000.0,0.0,0.0,0.0,0.0,8587800320120.0,8587800320120.0,2461716200000.0,2251376032458.0,0.0,-3384090000.0,0.0,0.0,1212120556918.0,0.0,0.0,2665971620744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13321104679471.0,,0.0,200000000000.0,0.0,666596536.0,140000000000.0,0.0,0.0,0.0,0.0,29027159361.0,0.0,200000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2461716200000.0,0.0,859175348677.0,1806796272067.0,29027159361.0,0.0,0.0
2023-Q1,quarter,PNJ,11431928999885.0,549688731182.0,399688731182.0,150000000000.0,720000000000.0,0.0,720000000000.0,0.0,318431448191.0,77173962385.0,26955159075.0,0.0,0.0,36363884853.0,9766979047118.0,9771539141750.0,76829773394.0,0.0,72077024380.0,4655890693.0,96858321.0,76829773394.0,0.0,1398899167838.0,96806929059.0,0.0,0.0,96806929059.0,885404017845.0,247036862818.0,695804667779.0,0.0,707010800099.0,0.0,-448767804961.0,0.0,-68643645072.0,0.0,0.0,695804667779.0,0.0,707010800099.0,0.0,-448767804961.0,0.0,-68643645072.0,0.0,638367155027.0,695804667779.0,0.0,707010800099.0,0.0,-448767804961.0,0.0,-68643645072.0,0.0,0.0,0.0,695804667779.0,0.0,707010800099.0,0.0,-448767804961.0,0.0,-68643645072.0,0.0,0.0,0.0,395271613400.0,0.0,387559420570.0,0.0,267471292940.0,120088127630.0,387559420570.0,0.0,12830828167723.0,3638139765841.0,3621992685992.0,1674560502485.0,513545831462.0,249384527807.0,240334037468.0,608102244808.0,72694211450.0,0.0,0.0,72640667795.0,158754531115.0,16147079849.0,0.0,0.0,218668000.0,0.0,0.0,6181506849.0,0.0,9192688401882.0,9192688401882.0,3281691880000.0,1431400352458.0,0.0,-3384090000.0,0.0,0.0,1212120556918.0,0.0,0.0,3270859702506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12830828167723.0,,0.0,720000000000.0,0.0,801351186.0,180000000000.0,0.0,0.0,0.0,0.0,29128800364.0,0.0,720000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3281691880000.0,0.0,2522265955474.0,748593747032.0,29128800364.0,0.0,0.0
2023-Q2,quarter,PNJ,12082561770023.0,498816248687.0,498816248687.0,0.0,1000067000000.0,0.0,1000067000000.0,0.0,382804171033.0,60018331916.0,55784415983.0,0.0,0.0,68550546502.0,10126952381180.0,10131421428688.0,73921969123.0,0.0,70369353785.0,3552615338.0,0.0,73921969123.0,0.0,1410292303608.0,100634495382.0,0.0,0.0,100634495382.0,877944089401.0,243908048674.0,707826960348.0,0.0,707010800099.0,0.0,-463918911674.0,0.0,-72974759372.0,0.0,0.0,707826960348.0,0.0,707010800099.0,0.0,-463918911674.0,0.0,-72974759372.0,0.0,634036040727.0,707826960348.0,0.0,707010800099.0,0.0,-463918911674.0,0.0,-72974759372.0,0.0,0.0,0.0,707826960348.0,0.0,707010800099.0,0.0,-463918911674.0,0.0,-72974759372.0,0.0,3980000000.0,0.0,399251613400.0,0.0,398717860448.0,0.0,279274384192.0,119443476256.0,398717860448.0,0.0,13492854073631.0,4298799532178.0,4288833959178.0,2246151537712.0,339323964282.0,143468997285.0,244959254651.0,809959116.0,707496903025.0,0.0,0.0,321744673541.0,249096031115.0,9965573000.0,0.0,0.0,218668000.0,0.0,0.0,0.0,0.0,9194054541453.0,9194054541453.0,3281691880000.0,1851376032458.0,0.0,-3384090000.0,0.0,0.0,1936397556918.0,0.0,0.0,2127973162077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13492854073631.0,,0.0,1000067000000.0,0.0,1303785940.0,202000000000.0,0.0,0.0,0.0,0.0,29015858377.0,0.0,1000067000000.0,0.0,0.0,3806506849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3281691880000.0,0.0,1041790498074.0,1086182664003.0,29015858377.0,0.0,0.0
2023-Q3,quarter,PNJ,11615760175676.0,484626441925.0,484626441925.0,0.0,990100000000.0,0.0,990100000000.0,0.0,340516675915.0,61943435971.0,63010900161.0,0.0,0.0,53605524625.0,9709322163713.0,9713633211221.0,91194894123.0,0.0,87664472296.0,3530421827.0,0.0,91194894123.0,0.0,1439402544432.0,102535062693.0,0.0,0.0,102535062693.0,877758400149.0,248019354927.0,725077944771.0,0.0,707044918895.0,0.0,-477058589844.0,0.0,-77305873673.0,0.0,0.0,725077944771.0,0.0,707044918895.0,0.0,-477058589844.0,0.0,-77305873673.0,0.0,629739045222.0,725077944771.0,0.0,707044918895.0,0.0,-477058589844.0,0.0,-77305873673.0,0.0,0.0,0.0,725077944771.0,0.0,707044918895.0,0.0,-477058589844.0,0.0,-77305873673.0,0.0,3980000000.0,0.0,399251613400.0,0.0,426236933180.0,0.0,306516184812.0,119720748368.0,426236933180.0,0.0,13055162720108.0,3618163773368.0,3608198200368.0,1714452068045.0,127850102616.0,165339743006.0,268117290342.0,486272536229.0,428080619248.0,0.0,0.0,140940178165.0,245169531115.0,9965573000.0,0.0,0.0,218668000.0,0.0,0.0,0.0,0.0,9436998946740.0,9436998946740.0,3281691880000.0,1851376032458.0,0.0,-3384090000.0,0.0,0.0,1936397556918.0,0.0,0.0,2370917567364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13055162720108.0,,0.0,990100000000.0,0.0,1753532466.0,165000000000.0,0.0,0.0,0.0,0.0,28892148410.0,0.0,990100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3281691880000.0,0.0,1031399810665.0,1339517756699.0,28892148410.0,0.0,0.0
2023-Q4,quarter,PNJ,12960105195555.0,896147917336.0,896147917336.0,0.0,810100000000.0,0.0,810100000000.0,0.0,217022941135.0,69277567110.0,25335539636.0,0.0,0.0,33527017708.0,10940937959289.0,10944749006797.0,95896377795.0,0.0,94051248427.0,1845129368.0,0.0,95896377795.0,0.0,1469837823096.0,104636239106.0,0.0,0.0,104636239106.0,882715109732.0,256373758673.0,747570855214.0,0.0,708071904553.0,0.0,-491197096541.0,0.0,-81730553494.0,0.0,0.0,747570855214.0,0.0,708071904553.0,0.0,-491197096541.0,0.0,-81730553494.0,0.0,626341351059.0,747570855214.0,0.0,708071904553.0,0.0,-491197096541.0,0.0,-81730553494.0,0.0,0.0,0.0,747570855214.0,0.0,708071904553.0,0.0,-491197096541.0,0.0,-81730553494.0,0.0,3980000000.0,0.0,399251613400.0,0.0,449406425848.0,0.0,329182091504.0,120224334344.0,449406425848.0,0.0,14429943018651.0,4623377386675.0,4613956644675.0,2384288254693.0,254517750807.0,212784493413.0,344288116659.0,603097782808.0,110233428978.0,0.0,0.0,232388394413.0,173297230370.0,9420742000.0,0.0,0.0,218668000.0,0.0,0.0,0.0,0.0,9806565631976.0,9806565631976.0,3281691880000.0,1851376032458.0,0.0,-3384090000.0,0.0,0.0,1936397556918.0,0.0,0.0,2740484252600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14429943018651.0,,0.0,810100000000.0,0.0,3932497518.0,90000000000.0,0.0,0.0,0.0,0.0,29100048410.0,0.0,810100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3281691880000.0,0.0,769000107465.0,1971484145135.0,29100048410.0,0.0,0.0
2024-Q1,quarter,PNJ,11535215072835.0,1661537697277.0,1661537697277.0,0.0,100170000000.0,0.0,100170000000.0,0.0,178219136989.0,93419502629.0,29770024192.0,0.0,0.0,19692781922.0,9511111544269.0,9516922591777.0,84176694300.0,0.0,82977194189.0,1199500111.0,0.0,84176694300.0,0.0,1433713681749.0,104808131565.0,0.0,0.0,104808131565.0,867205620321.0,245269883618.0,751902520060.0,0.0,708106694553.0,0.0,-506632636442.0,0.0,-86170957850.0,0.0,0.0,751902520060.0,0.0,708106694553.0,0.0,-506632636442.0,0.0,-86170957850.0,0.0,621935736703.0,751902520060.0,0.0,708106694553.0,0.0,-506632636442.0,0.0,-86170957850.0,0.0,0.0,0.0,751902520060.0,0.0,708106694553.0,0.0,-506632636442.0,0.0,-86170957850.0,0.0,3980000000.0,0.0,399251613400.0,0.0,428712042613.0,0.0,308751010776.0,119961031837.0,428712042613.0,0.0,12968928754584.0,2494544996441.0,2485164254441.0,363505217783.0,333627091573.0,367133143830.0,299914886164.0,511133989758.0,138206192761.0,0.0,0.0,285896601288.0,156685938750.0,9380742000.0,0.0,0.0,178668000.0,0.0,0.0,0.0,0.0,10474383758143.0,10474383758143.0,3347291800000.0,1916907952458.0,0.0,-3384090000.0,0.0,0.0,1936397556918.0,0.0,0.0,3277170538767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12968928754584.0,,0.0,100170000000.0,0.0,386509083.0,40000000000.0,0.0,0.0,0.0,0.0,29007887250.0,0.0,100170000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3347291800000.0,0.0,2539363512000.0,737807026767.0,29007887250.0,0.0,0.0
2024-Q2,quarter,PNJ,11537870168993.0,1544061575711.0,1544061575711.0,0.0,170000000.0,0.0,170000000.0,0.0,195854790073.0,87316082483.0,50811288209.0,0.0,0.0,25738318367.0,9713005981593.0,9754430718324.0,84777821616.0,0.0,79853889367.0,1152687124.0,3771245125.0,84777821616.0,0.0,1429844612909.0,109252196104.0,0.0,0.0,109252196104.0,862653524107.0,245126577036.0,764515040944.0,0.0,708142194553.0,0.0,-519388463908.0,0.0,-90615247482.0,0.0,0.0,764515040944.0,0.0,708142194553.0,0.0,-519388463908.0,0.0,-90615247482.0,0.0,617526947071.0,764515040944.0,0.0,708142194553.0,0.0,-519388463908.0,0.0,-90615247482.0,0.0,0.0,0.0,764515040944.0,0.0,708142194553.0,0.0,-519388463908.0,0.0,-90615247482.0,0.0,3980000000.0,0.0,399251613400.0,0.0,424951005448.0,0.0,295069201397.0,129881804051.0,424951005448.0,0.0,12967714781902.0,2252908567487.0,2243527825487.0,259634186392.0,298982109767.0,194693693028.0,253628955061.0,702363797139.0,121592490460.0,0.0,0.0,130516530281.0,253054870825.0,9380742000.0,0.0,0.0,178668000.0,0.0,0.0,0.0,0.0,10714806214415.0,10714806214415.0,3347291800000.0,1916907952458.0,0.0,-3384090000.0,0.0,0.0,2626281556918.0,0.0,0.0,2827708995039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12967714781902.0,,0.0,170000000.0,0.0,334810883.0,40000000000.0,0.0,0.0,0.0,0.0,29007887250.0,0.0,170000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3347291800000.0,0.0,1661502512000.0,1166206483039.0,29007887250.0,0.0,0.0
2024-Q3,quarter,PNJ,13535308084055.0,1396669666014.0,996669666014.0,400000000000.0,950170000000.0,0.0,950170000000.0,0.0,278283783093.0,124556827222.0,93239686351.0,0.0,0.0,28470072863.0,10801601688892.0,10849406684029.0,108582946056.0,0.0,107433834921.0,1149111135.0,0.0,108582946056.0,0.0,1427177199972.0,113559945788.0,0.0,0.0,113559945788.0,862234627072.0,249140405046.0,783123886981.0,0.0,708142194553.0,0.0,-533983481935.0,0.0,-95047972527.0,0.0,0.0,783123886981.0,0.0,708142194553.0,0.0,-533983481935.0,0.0,-95047972527.0,0.0,613094222026.0,783123886981.0,0.0,708142194553.0,0.0,-533983481935.0,0.0,-95047972527.0,0.0,0.0,0.0,783123886981.0,0.0,708142194553.0,0.0,-533983481935.0,0.0,-95047972527.0,0.0,3980000000.0,0.0,399251613400.0,0.0,410351804419.0,0.0,280096384533.0,130255419886.0,410351804419.0,0.0,14962485284027.0,4438053268724.0,4428672526724.0,1470419844988.0,652908973354.0,170384977642.0,298681039604.0,812133158477.0,145001187040.0,0.0,0.0,598482032259.0,251600120826.0,9380742000.0,0.0,0.0,178668000.0,0.0,0.0,0.0,0.0,10524432015303.0,10524432015303.0,3380747760000.0,1950309912458.0,0.0,-3384090000.0,0.0,0.0,2626281556918.0,0.0,0.0,2570476875927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14962485284027.0,,0.0,950170000000.0,0.0,362906526.0,40000000000.0,0.0,0.0,0.0,0.0,37050822693.0,0.0,950170000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3380747760000.0,0.0,1188435208200.0,1382041667727.0,37050822693.0,0.0,0.0
2024-Q4,quarter,PNJ,15692597267632.0,1122712392130.0,1022712392130.0,100000000000.0,1020170000000.0,0.0,1020170000000.0,0.0,401134922152.0,70851635761.0,253102611434.0,0.0,0.0,64867442121.0,13015170477311.0,13074586927914.0,133409476039.0,0.0,132726608716.0,682867323.0,0.0,133409476039.0,0.0,1515133510053.0,115599492454.0,0.0,0.0,115599492454.0,857118818527.0,248430247930.0,796271142120.0,0.0,708142194553.0,0.0,-547840894190.0,0.0,-99453623956.0,0.0,0.0,796271142120.0,0.0,708142194553.0,0.0,-547840894190.0,0.0,-99453623956.0,0.0,608688570597.0,796271142120.0,0.0,708142194553.0,0.0,-547840894190.0,0.0,-99453623956.0,0.0,0.0,0.0,796271142120.0,0.0,708142194553.0,0.0,-547840894190.0,0.0,-99453623956.0,0.0,3980000000.0,0.0,399251613400.0,0.0,473732557913.0,0.0,276525499295.0,197207058618.0,473732557913.0,0.0,17207730777685.0,5952424147163.0,5941881733413.0,3341542016760.0,624291098148.0,188182044409.0,448697283312.0,596322426230.0,360040211420.0,0.0,0.0,106241642105.0,250017302726.0,10542413750.0,0.0,0.0,178668000.0,0.0,0.0,0.0,0.0,11255306630522.0,11255306630522.0,3380747760000.0,1950309912458.0,0.0,-3384090000.0,0.0,0.0,2626281556918.0,0.0,0.0,3301351491146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17207730777685.0,,0.0,1020170000000.0,0.0,831677115.0,40000000000.0,0.0,0.0,0.0,0.0,64702641159.0,0.0,1020170000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3380747760000.0,0.0,1188435208200.0,2112916282946.0,64702641159.0,0.0,0.0
2025-Q1,quarter,PNJ,15949659613642.0,256848695849.0,256848695849.0,0.0,1620725651855.0,0.0,1620725651855.0,0.0,304632445702.0,104257111442.0,117957363803.0,0.0,0.0,70657918746.0,13647265729372.0,13705778487258.0,120187090864.0,0.0,119723868238.0,463222626.0,0.0,120187090864.0,0.0,1469657699207.0,118129206365.0,0.0,0.0,118129206365.0,871957813290.0,267030503900.0,831295971071.0,0.0,708825666553.0,0.0,-564265467171.0,0.0,-103898357163.0,0.0,0.0,831295971071.0,0.0,708825666553.0,0.0,-564265467171.0,0.0,-103898357163.0,0.0,604927309390.0,831295971071.0,0.0,708825666553.0,0.0,-564265467171.0,0.0,-103898357163.0,0.0,0.0,0.0,831295971071.0,0.0,708825666553.0,0.0,-564265467171.0,0.0,-103898357163.0,0.0,3980000000.0,0.0,399251613400.0,0.0,445182919148.0,0.0,248312003324.0,196870915824.0,445182919148.0,0.0,17419317312849.0,5689025894402.0,5678483480652.0,3488032587304.0,559298750005.0,143136652593.0,358046275587.0,485033158208.0,271492484536.0,0.0,0.0,106023347455.0,240872516661.0,10542413750.0,0.0,0.0,178668000.0,0.0,0.0,0.0,0.0,11730291418447.0,11730291418447.0,3380747760000.0,1950309912458.0,0.0,-3384090000.0,0.0,0.0,2626281556918.0,0.0,0.0,3776336279071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17419317312849.0,,0.0,1620725651855.0,0.0,278495990.0,40000000000.0,0.0,0.0,0.0,0.0,30407760404.0,0.0,1620725651855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3380747760000.0,0.0,3098608360946.0,677727918125.0,30407760404.0,0.0,0.0
2025-Q2,quarter,PNJ,15713933648138.0,346404312952.0,339404312952.0,7000000000.0,1369091673893.0,98921673893.0,1369091673893.0,98921673893.0,166359422956.0,55983103364.0,52739479784.0,0.0,0.0,86021100245.0,13708719465746.0,13753709950595.0,123358772591.0,0.0,122958860744.0,399911847.0,0.0,123358772591.0,0.0,1439843389653.0,117815539075.0,0.0,0.0,117815539075.0,853355575866.0,252699361405.0,833097801697.0,0.0,708825666553.0,0.0,-580398440292.0,0.0,-108169452092.0,0.0,0.0,833097801697.0,0.0,708825666553.0,0.0,-580398440292.0,0.0,-108169452092.0,0.0,600656214461.0,833097801697.0,0.0,708825666553.0,0.0,-580398440292.0,0.0,-108169452092.0,0.0,0.0,0.0,833097801697.0,0.0,708825666553.0,0.0,-580398440292.0,0.0,-108169452092.0,0.0,5930000000.0,0.0,401201613400.0,0.0,406807325748.0,0.0,206309098650.0,200498227098.0,406807325748.0,0.0,17153777037791.0,5184392368530.0,5173829954780.0,3096292371490.0,206132232648.0,133331530693.0,331216154470.0,669839622711.0,250170087995.0,0.0,0.0,118458975811.0,341841270659.0,10562413750.0,0.0,0.0,198668000.0,0.0,0.0,0.0,0.0,11969384669261.0,11969384669261.0,3380747760000.0,1950309912458.0,0.0,-3384090000.0,0.0,0.0,3471447556918.0,0.0,0.0,3170263529885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17153777037791.0,,0.0,1270170000000.0,0.0,134183842.0,0.0,0.0,0.0,0.0,0.0,55934948964.0,0.0,1270170000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3380747760000.0,0.0,2055538360946.0,1114725168939.0,55934948964.0,0.0,0.0
2025-Q3,quarter,PNJ,15664103070660.0,584695579192.0,542695579192.0,42000000000.0,2246459134416.0,99289134416.0,2246459134416.0,99289134416.0,259873714991.0,106384593691.0,58899696598.0,0.0,0.0,82869872822.0,12448786823997.0,12494991997766.0,124287818064.0,0.0,121247159338.0,318803713.0,2721855013.0,124287818064.0,0.0,1386604619560.0,118147518870.0,0.0,0.0,118147518870.0,864837183955.0,242298081088.0,839052084137.0,0.0,734954066553.0,0.0,-596754003049.0,0.0,-112414963686.0,0.0,0.0,839052084137.0,0.0,734954066553.0,0.0,-596754003049.0,0.0,-112414963686.0,0.0,622539102867.0,839052084137.0,0.0,734954066553.0,0.0,-596754003049.0,0.0,-112414963686.0,0.0,0.0,0.0,839052084137.0,0.0,734954066553.0,0.0,-596754003049.0,0.0,-112414963686.0,0.0,5930000000.0,0.0,401201613400.0,0.0,366950619371.0,0.0,166095473834.0,200855145537.0,366950619371.0,0.0,17050707690220.0,5058685745602.0,5046824044102.0,2332603024492.0,112776490287.0,127598662992.0,337294158072.0,822242886587.0,304484221282.0,0.0,0.0,646414796428.0,336862095659.0,11861701500.0,0.0,0.0,1715384000.0,0.0,0.0,0.0,0.0,11992021944618.0,11992021944618.0,3380747760000.0,1950309912458.0,0.0,-3384090000.0,0.0,0.0,3471447556918.0,0.0,0.0,3192900805242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17050707690220.0,,0.0,2147170000000.0,0.0,251139267.0,40000000000.0,0.0,0.0,0.0,0.0,30739297364.0,0.0,2147170000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3380747760000.0,0.0,1582471057146.0,1610429748096.0,30739297364.0,0.0,0.0
